Name,Owner,Description,GitHub URL,Repository Size,Number of stars,Number of forks,Number of open issues,List of topics,License,has_readme,has_contributing,has_code_of_conduct,has_pr_template,has_issue_template,has_newcomer_labels,found_newcomer_labels,contributors_count,commits_count,first_contributor_date,first_commit_files_changed,first_commit_additions,first_commit_deletions,first_commit_language,owner_type,size,subscribers_count,watchers_count,languages,Number of pull requests open,Number of pull requests merged,Number of pull requests closed,Number of issues open,Number of issues closed,Average time to close a pull request (days),Average time to close an issue (days),Average number of commits per month,Average number of newcomers per month,Average number of forks per month,Average number of stars per month,Size of README (KB),Size of CONTRIBUTING (KB),Size of CODE_OF_CONDUCT (KB),Repository age (months),full_name,distros_present,exclusion_reasons
robotraconteur,robotraconteur,"A communication framework for robotics and the Internet of Things, developed by Wason Technology, LLC",https://github.com/robotraconteur/robotraconteur,68722,75,11,18,,Apache-2.0,True,False,False,False,False,True,good first issue,3,1169,2018-09-14T06:16:21Z,300,187705,0,code,Organization,68722,3,75,C++;C#;Java;Python;SWIG;MATLAB;CMake;C;Shell;Jinja;Dockerfile;M;Batchfile,4,329,340,14,29,9.89,135.36,12.99,0.03,0.12,0.83,14.98,0.0,0.0,90,robotraconteur/robotraconteur,humble|jazzy|kilted,
robotraconteur_companion,robotraconteur,,https://github.com/robotraconteur/robotraconteur_companion,476,1,2,6,,Apache-2.0,True,False,False,False,False,True,good first issue,3,123,2019-08-25T04:34:06Z,6,441,0,config,Organization,476,2,1,C++;Python;CMake;C;Shell,5,51,55,1,0,10.82,,1.56,0.04,0.03,0.01,11.85,0.0,0.0,79,robotraconteur/robotraconteur_companion,humble|jazzy|kilted,
ros1_bridge,ros2,ROS 2 package that provides bidirectional communication between ROS 1 and ROS 2,https://github.com/ros2/ros1_bridge,1544,606,354,85,hacktoberfest,Apache-2.0,True,True,False,False,False,True,good first issue,49,333,2015-06-17T18:37:46Z,2,215,0,docs,Organization,1544,25,606,C++;Python;EmberScript;CMake,22,198,239,63,141,15.76,44.95,2.58,0.41,2.74,4.7,18.97,0.89,0.0,129,ros2/ros1_bridge,humble|jazzy|kilted,
ros2_control_cmake,ros-controls,,https://github.com/ros-controls/ros2_control_cmake,39,3,4,0,,Apache-2.0,True,False,False,False,False,True,good first issue,3,36,2025-02-26T19:57:43Z,1,6,0,docs,Organization,39,5,3,CMake,0,25,25,0,0,1.88,,2.77,0.23,0.31,0.23,1.68,0.0,0.0,13,ros-controls/ros2_control_cmake,humble|jazzy|kilted,
ros2_fmt_logger,nobleo,"A modern, ROS 2 logging library that provides fmt-style formatting as a replacement for RCLCPP logging macros",https://github.com/nobleo/ros2_fmt_logger,50,41,0,0,,Apache-2.0,True,False,False,False,False,True,good first issue,2,61,2025-07-29T14:38:21Z,3,65,0,code,Organization,50,1,41,C++;CMake,0,2,2,0,2,0.36,4.58,12.2,0.4,0.0,8.2,4.4,0.0,0.0,5,nobleo/ros2_fmt_logger,humble|jazzy|kilted,
ros2acceleration,ros-acceleration,  The acceleration command for ROS 2 command line tools.,https://github.com/ros-acceleration/ros2acceleration,31,0,3,1,,Apache-2.0,True,False,False,False,False,True,good first issue,1,12,2021-08-14T12:39:13Z,1,3,0,docs,Organization,31,2,0,Python,0,0,0,1,2,,31.96,0.22,0.02,0.05,0.0,0.23,0.0,0.0,55,ros-acceleration/ros2acceleration,humble|jazzy|kilted,
ros2ai,fujitatomoya,ros2ai is a next-generation ROS 2 command line interface extension with LLMs,https://github.com/fujitatomoya/ros2ai,2090,313,23,7,,Apache-2.0,True,False,False,False,False,True,good first issue,4,89,2023-11-12T23:36:41Z,2,203,0,docs,User,2090,3,313,Python;Shell;Dockerfile,0,39,40,7,37,1.37,50.8,3.18,0.14,0.82,11.18,9.23,0.0,0.0,28,fujitatomoya/ros2ai,humble|jazzy|kilted,
ros2caret,tier4,,https://github.com/tier4/ros2caret,1063,4,10,3,,Apache-2.0,True,True,False,True,True,True,good first issue,17,275,2021-05-14T06:40:22Z,1,1,0,docs,Organization,1063,48,4,Python,3,197,210,0,3,7.47,35.49,5.09,0.31,0.19,0.07,0.02,0.9,0.0,54,tier4/ros2caret,humble,
ros2cli_common_extensions,ros2,,https://github.com/ros2/ros2cli_common_extensions,38,2,7,0,,Apache-2.0,False,True,False,False,False,True,good first issue,15,29,2020-07-08T01:33:17Z,1,201,0,other,Organization,38,21,2,CMake,0,15,16,0,0,2.68,,0.43,0.22,0.1,0.03,0.0,0.89,0.0,68,ros2/ros2cli_common_extensions,humble|jazzy|kilted,
ros_environment,ros,,https://github.com/ros/ros_environment,56,2,20,0,,Apache-2.0,False,True,False,False,False,True,good first issue,10,40,2018-01-24T21:03:38Z,1,202,0,other,Organization,56,10,2,CMake;Shell,0,34,36,0,6,9.57,2.67,0.41,0.1,0.2,0.02,0.0,0.89,0.0,98,ros/ros_environment,humble|jazzy|kilted,
ros_image_to_qimage,ros-sports,,https://github.com/ros-sports/ros_image_to_qimage,54,3,6,3,,Apache-2.0,True,True,False,False,False,True,good first issue,2,69,2021-12-06T05:04:21Z,6,312,0,config,Organization,54,1,3,C++;Python;CMake,2,21,23,1,11,7.21,33.89,1.35,0.04,0.12,0.06,1.9,0.62,0.0,51,ros-sports/ros_image_to_qimage,humble|jazzy|kilted,
ros_workspace,ros2,Package to set ROS environment and configuration variables for ROS 2.,https://github.com/ros2/ros_workspace,52,9,7,6,,Apache-2.0,False,False,False,False,False,True,good first issue,8,48,2017-05-31T13:53:57Z,2,28,0,config,Organization,52,16,9,CMake;Shell,4,18,19,2,4,7.01,58.24,0.45,0.08,0.07,0.08,0.0,0.0,0.0,106,ros2/ros_workspace,humble|jazzy|kilted,
rosidl_dds,ros2,,https://github.com/ros2/rosidl_dds,182,8,9,1,,Apache-2.0,False,True,False,False,False,True,good first issue,20,185,2014-07-31T00:54:12Z,1,202,0,other,Organization,182,23,8,Python;CMake;EmberScript,0,53,57,1,6,9.74,38.62,1.33,0.15,0.06,0.06,0.0,0.89,0.0,139,ros2/rosidl_dds,humble|jazzy|kilted,
rosidl_python,ros2,rosidl support for Python,https://github.com/ros2/rosidl_python,1080,24,56,27,,Apache-2.0,False,True,False,False,False,True,good first issue,51,787,2014-07-11T19:18:10Z,1,202,0,other,Organization,1080,21,24,EmberScript;Python;CMake,12,157,183,15,38,40.27,210.06,8.46,0.6,0.6,0.26,0.0,0.89,0.0,93,ros2/rosidl_python,humble|jazzy|kilted,
rosidl_rust,ros2-rust, rosidl support for Rust,https://github.com/ros2-rust/rosidl_rust,106,1,10,2,,Apache-2.0,True,False,False,False,False,True,good first issue,13,66,2018-02-02T21:30:12Z,34,1130,0,config,Organization,106,5,1,EmberScript;Python;CMake,1,12,13,1,3,20.39,26.41,4.4,0.87,0.67,0.07,0.04,0.0,0.0,15,ros2-rust/rosidl_rust,humble|jazzy|kilted,
rosidl_runtime_py,ros2,Runtime utilities for working with generated ROS interfaces in Python,https://github.com/ros2/rosidl_runtime_py,79,9,18,4,,Apache-2.0,False,True,False,False,False,True,good first issue,23,76,2019-03-28T17:50:24Z,9,413,0,code,Organization,79,18,9,Python,3,26,29,1,4,9.95,8.49,0.97,0.29,0.23,0.12,0.0,0.89,0.0,78,ros2/rosidl_runtime_py,humble|jazzy|kilted,
rosx_introspection,facontidavide,"Deserialize any ROS message, without compilation time information.",https://github.com/facontidavide/rosx_introspection,386,92,22,7,,MPL-2.0,True,False,False,False,False,True,good first issue,9,71,2022-08-06T12:03:43Z,75,28865,0,code,User,386,4,92,C++;CMake;Python,0,14,18,7,10,40.66,162.17,1.65,0.26,0.51,2.14,1.63,0.0,0.0,43,facontidavide/rosx_introspection,humble|jazzy|kilted,
rplidar_ros,Slamtec,,https://github.com/Slamtec/rplidar_ros,572,649,621,82,,BSD-2-Clause,True,False,False,False,False,True,good first issue,16,82,2014-05-06T17:37:34Z,2,25,0,docs,Organization,572,19,649,C++;C;Makefile;CMake;Shell,14,13,38,68,54,356.41,280.3,0.89,0.23,6.75,7.05,2.97,0.0,0.0,92,Slamtec/rplidar_ros,humble|jazzy,
rpyutils,ros2,Various utility types and functions for Python,https://github.com/ros2/rpyutils,41,1,6,0,,Apache-2.0,True,True,False,False,False,True,good first issue,12,39,2020-05-15T22:30:47Z,2,203,0,docs,Organization,41,18,1,Python,0,19,19,0,2,3.82,3.51,0.56,0.19,0.09,0.01,0.2,0.89,0.0,70,ros2/rpyutils,humble|jazzy|kilted,
rqt_action,ros-visualization,,https://github.com/ros-visualization/rqt_action,103,1,5,0,,,False,False,False,False,False,False,,17,129,2011-10-01T10:16:18Z,0,0,0,other,Organization,103,15,1,Python,0,19,21,0,1,7.9,860.69,1.21,0.21,0.05,0.01,0.0,0.0,0.0,107,ros-visualization/rqt_action,humble|jazzy|kilted,
rqt_common_plugins,ros-visualization,,https://github.com/ros-visualization/rqt_common_plugins,7878,46,133,0,,,False,False,False,False,False,False,,51,1424,2011-10-01T10:16:18Z,4,30,0,config,Organization,7878,16,46,CMake,0,152,198,0,269,38.42,305.84,8.96,0.43,0.84,0.29,0.0,0.0,0.0,159,ros-visualization/rqt_common_plugins,humble|jazzy|kilted,
rqt_console,ros-visualization,,https://github.com/ros-visualization/rqt_console,538,1,20,7,,BSD-3-Clause,False,True,False,False,False,False,,20,331,2011-10-01T10:16:18Z,0,0,0,other,Organization,538,17,1,Python,2,37,43,5,8,140.13,51.28,3.09,0.24,0.19,0.01,0.0,0.16,0.0,107,ros-visualization/rqt_console,humble|jazzy|kilted,
rqt_dotgraph,niwcpac,Provides a ROS2 node and an rqt plugin for visualizing dot graph files.,https://github.com/niwcpac/rqt_dotgraph,80,7,2,0,,CC0-1.0,True,False,False,False,False,True,good first issue,2,35,2021-02-23T21:13:54Z,13,4927,0,code,Organization,80,3,7,Python;Shell;Dockerfile,0,28,31,0,3,16.56,21.9,0.57,0.03,0.03,0.11,2.1,0.0,0.0,61,niwcpac/rqt_dotgraph,humble|jazzy|kilted,
gauges2,ToyotaResearchInstitute,,https://github.com/ToyotaResearchInstitute/gauges2,276,36,2,2,,BSD-3-Clause,True,False,False,False,False,True,good first issue,4,30,2022-08-30T12:54:23Z,2,30,0,docs,Organization,276,3,36,Python,0,24,25,2,9,14.58,154.29,0.7,0.09,0.05,0.84,3.06,0.0,0.0,43,ToyotaResearchInstitute/gauges2,humble|jazzy|kilted,
rqt_graph,ros-visualization,,https://github.com/ros-visualization/rqt_graph,233,30,33,23,,BSD-3-Clause,False,True,False,False,False,False,,34,252,2011-10-01T10:16:18Z,0,0,0,other,Organization,233,16,30,Python,1,55,63,22,28,150.86,261.82,2.36,0.37,0.31,0.28,0.0,0.16,0.0,107,ros-visualization/rqt_graph,humble|jazzy|kilted,
rqt_image_view,ros-visualization,,https://github.com/ros-visualization/rqt_image_view,292,28,65,14,,BSD-3-Clause,False,True,False,False,False,False,,33,235,2011-10-01T10:16:18Z,0,0,0,other,Organization,292,14,28,C++;C;Python;CMake,1,48,60,13,24,127.79,268.72,2.2,0.35,0.61,0.26,0.0,0.16,0.0,107,ros-visualization/rqt_image_view,humble|jazzy|kilted,
rqt_moveit,ros-visualization,,https://github.com/ros-visualization/rqt_moveit,133,0,3,0,,BSD-3-Clause,False,False,False,False,False,False,,7,125,2011-10-01T10:16:18Z,0,0,0,other,Organization,133,7,0,Python;CMake,0,9,9,0,5,3.4,652.74,1.17,0.07,0.03,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_moveit,humble|jazzy|kilted,
rqt_msg,ros-visualization,,https://github.com/ros-visualization/rqt_msg,113,0,8,2,,,False,False,False,False,False,False,,16,186,2011-10-01T10:16:18Z,0,0,0,other,Organization,113,18,0,Python,1,23,25,1,0,28.17,,1.74,0.18,0.07,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_msg,humble|jazzy|kilted,
rqt_plot,ros-visualization,,https://github.com/ros-visualization/rqt_plot,354,16,47,16,,BSD-3-Clause,False,True,False,False,False,False,,35,334,2011-10-01T10:16:18Z,0,0,0,other,Organization,354,17,16,Python,4,67,82,12,29,198.77,355.73,3.12,0.36,0.44,0.15,0.0,0.16,0.0,107,ros-visualization/rqt_plot,humble|jazzy|kilted,
rqt_publisher,ros-visualization,,https://github.com/ros-visualization/rqt_publisher,205,3,22,6,,BSD-3-Clause,False,True,False,False,False,False,,26,236,2011-10-01T10:16:18Z,0,0,0,other,Organization,205,17,3,Python,2,36,39,4,11,38.54,78.43,2.21,0.28,0.21,0.03,0.0,0.16,0.0,107,ros-visualization/rqt_publisher,humble|jazzy|kilted,
rqt_py_console,ros-visualization,,https://github.com/ros-visualization/rqt_py_console,122,1,9,0,,BSD-3-Clause,False,True,False,False,False,False,,16,175,2011-10-01T10:16:18Z,0,0,0,other,Organization,122,17,1,Python,0,21,22,0,2,23.29,1264.78,1.64,0.18,0.08,0.01,0.0,0.16,0.0,107,ros-visualization/rqt_py_console,humble|jazzy|kilted,
rqt_reconfigure,ros-visualization,,https://github.com/ros-visualization/rqt_reconfigure,507,26,53,17,,BSD-3-Clause,False,True,False,False,False,False,,35,344,2011-10-01T10:16:18Z,0,0,0,other,Organization,507,20,26,Python,3,88,103,14,37,114.31,654.58,3.21,0.38,0.5,0.24,0.0,0.16,0.0,107,ros-visualization/rqt_reconfigure,humble|jazzy|kilted,
rqt_robot_dashboard,ros-visualization,Framework for creating ROS dashboards in RQT,https://github.com/ros-visualization/rqt_robot_dashboard,1817,12,9,1,,,True,False,False,False,False,False,,12,150,2012-10-12T00:06:40Z,43,1167,0,code,Organization,1817,15,12,Python;CMake,0,9,9,1,3,6.24,333.85,1.4,0.15,0.08,0.11,0.08,0.0,0.0,107,ros-visualization/rqt_robot_dashboard,humble|jazzy|kilted,
rqt_robot_monitor,ros-visualization,,https://github.com/ros-visualization/rqt_robot_monitor,333,12,21,2,,BSD-3-Clause,False,False,False,False,False,False,,11,208,2012-07-31T18:40:58Z,10,470,0,code,Organization,333,12,12,Python;CMake,1,25,30,1,18,8.88,69.82,1.94,0.13,0.2,0.11,0.0,0.0,0.0,107,ros-visualization/rqt_robot_monitor,humble|jazzy|kilted,
rqt_robot_steering,ros-visualization,,https://github.com/ros-visualization/rqt_robot_steering,150,12,29,0,,BSD-3-Clause,True,True,False,False,False,False,,12,110,2012-07-18T02:41:54Z,9,539,0,config,Organization,150,15,12,Python,0,17,22,0,6,209.86,42.87,1.03,0.13,0.27,0.11,1.25,0.16,0.0,107,ros-visualization/rqt_robot_steering,humble|jazzy|kilted,
rqt_runtime_monitor,ros-visualization,,https://github.com/ros-visualization/rqt_runtime_monitor,72,6,14,1,,BSD-3-Clause,False,False,False,False,False,False,,10,106,2012-10-15T01:44:46Z,10,539,0,code,Organization,72,11,6,Python;CMake,0,7,7,1,2,39.85,274.37,0.99,0.11,0.13,0.06,0.0,0.0,0.0,107,ros-visualization/rqt_runtime_monitor,humble|jazzy|kilted,
rqt_service_caller,ros-visualization,,https://github.com/ros-visualization/rqt_service_caller,124,9,11,6,,BSD-3-Clause,False,True,False,False,False,False,,20,173,2011-10-01T10:16:18Z,0,0,0,other,Organization,124,17,9,Python,2,24,27,4,5,57.7,957.05,1.62,0.21,0.1,0.08,0.0,0.16,0.0,107,ros-visualization/rqt_service_caller,humble|jazzy|kilted,
rqt_shell,ros-visualization,,https://github.com/ros-visualization/rqt_shell,127,0,8,2,,BSD-3-Clause,False,True,False,False,False,False,,18,173,2011-10-01T10:16:18Z,0,0,0,other,Organization,127,16,0,Python,0,22,25,2,2,46.32,1376.07,1.62,0.21,0.07,0.0,0.0,0.16,0.0,107,ros-visualization/rqt_shell,humble|jazzy|kilted,
rqt_srv,ros-visualization,,https://github.com/ros-visualization/rqt_srv,84,0,5,0,,,False,False,False,False,False,False,,13,151,2011-10-01T10:16:18Z,0,0,0,other,Organization,84,17,0,Python,0,18,19,0,0,34.99,,1.41,0.15,0.05,0.0,0.0,0.0,0.0,107,ros-visualization/rqt_srv,humble|jazzy|kilted,
rqt_tf_tree,ros-visualization,,https://github.com/ros-visualization/rqt_tf_tree,93,15,22,6,,BSD-3-Clause,False,False,False,False,False,False,,10,138,2012-07-18T02:41:54Z,10,704,0,code,Organization,93,11,15,Python;CMake,1,29,31,5,18,36.76,87.69,1.29,0.11,0.21,0.14,0.0,0.0,0.0,107,ros-visualization/rqt_tf_tree,humble|jazzy|kilted,
rqt_topic,ros-visualization,,https://github.com/ros-visualization/rqt_topic,210,4,22,1,,BSD-3-Clause,False,True,False,False,False,False,,21,223,2011-10-01T10:16:18Z,0,0,0,other,Organization,210,17,4,Python,0,46,50,1,13,45.22,202.52,2.08,0.23,0.21,0.04,0.0,0.16,0.0,107,ros-visualization/rqt_topic,humble|jazzy|kilted,
RSL,PickNikRobotics,ROS Support Library,https://github.com/PickNikRobotics/RSL,167,84,23,3,,BSD-3-Clause,True,False,False,False,False,True,good first issue,9,184,2022-08-23T15:52:35Z,10,300,0,config,Organization,167,12,84,C++;CMake,0,107,134,3,14,3.43,76.87,4.28,0.21,0.53,1.95,1.42,0.0,0.0,43,PickNikRobotics/RSL,humble|jazzy|kilted,
rt_usb_9axisimu_driver,rt-net,RT-USB-9axisIMU ROS Package.,https://github.com/rt-net/rt_usb_9axisimu_driver,84,55,24,0,imu;ros;ros-driver,BSD-3-Clause,True,False,False,False,False,True,good first issue,6,63,2015-09-26T04:19:52Z,2,30,0,docs,Organization,84,3,55,C++;Python;C;CMake,0,40,43,0,23,33.43,56.85,0.5,0.06,0.19,0.44,7.88,0.0,0.0,126,rt-net/rt_usb_9axisimu_driver,humble|jazzy|kilted,
rtabmap,introlab,RTAB-Map library and standalone application,https://github.com/introlab/rtabmap,66835,3642,901,564,android;ios;localization;mapping;project-tango;robotics;ros;ros2;scanning;slam,NOASSERTION,True,False,False,False,False,False,,54,3614,2011-02-17T01:47:00Z,7,277,0,code,Organization,66835,97,3642,C++;C;Java;CMake;Swift;MATLAB;Dockerfile;Shell;Python;Objective-C,12,182,209,554,802,11.69,48.09,26.0,0.42,6.48,26.2,3.95,0.0,0.0,139,introlab/rtabmap,humble|jazzy|kilted,
rtcm_msgs,tilk,The rtcm_msgs package contains messages related to data in the RTCM format.,https://github.com/tilk/rtcm_msgs,18,11,23,0,,BSD-3-Clause,False,False,False,False,False,False,,3,17,2017-04-15T16:12:39Z,3,39,0,config,User,18,2,11,CMake,0,7,7,0,1,10.18,13.95,0.16,0.03,0.21,0.1,0.0,0.0,0.0,107,tilk/rtcm_msgs,humble|jazzy|kilted,
ruckig,pantor,Motion Generation for Robots and Machines. Real-time. Jerk-constrained. Time-optimal.,https://github.com/pantor/ruckig,3514,1141,233,31,jerk-constrained;motion-planning;optimal-control;robot-arm;robotics;time-optimal;trajectory-generation,MIT,True,False,False,False,False,False,,15,561,2020-12-20T11:40:54Z,18,17677,0,code,User,3514,34,1141,C++;CMake,3,30,45,28,170,10.05,34.5,8.9,0.27,3.7,18.11,22.57,0.0,0.0,63,pantor/ruckig,humble|jazzy|kilted,
rviz_satellite,nobleo,Display internet satellite imagery in RViz,https://github.com/nobleo/rviz_satellite,2598,653,265,14,,Apache-2.0,True,False,False,False,False,False,,29,200,2014-09-07T01:20:36Z,7,871,0,config,Organization,2598,18,653,C++;CMake,1,57,73,13,57,76.8,309.75,1.45,0.23,1.92,4.73,4.68,0.0,0.0,138,nobleo/rviz_satellite,humble|jazzy|kilted,
rviz_visual_tools,PickNikRobotics,C++ API wrapper for displaying shapes and meshes in Rviz,https://github.com/PickNikRobotics/rviz_visual_tools,3945,811,249,41,,,True,False,False,False,False,False,,24,407,2014-10-21T00:59:11Z,1,4,0,docs,Organization,3945,27,811,C++;CMake;C;Dockerfile;Shell,17,161,206,24,44,27.31,100.9,2.97,0.2,1.82,5.92,10.01,0.0,0.0,137,PickNikRobotics/rviz_visual_tools,humble|jazzy|kilted,
sbg_ros2,SBG-Systems,ROS 2 driver for SBG Systems IMU/AHRS/INS units such as ELLIPSE or QUANTA.,https://github.com/SBG-Systems/sbg_ros2_driver,10061,47,37,12,,MIT,True,False,False,False,False,True,good first issue,10,165,2020-02-13T08:33:07Z,175,32293,1,code,Organization,10061,9,47,C++;CMake;Python,2,20,31,10,24,53.95,281.74,2.43,0.22,0.54,0.69,20.99,0.0,0.0,68,SBG-Systems/sbg_ros2_driver,humble|jazzy|kilted,
schunk_svh_library,SCHUNK-GmbH-Co-KG,Stand-alone C++ library for the Schunk SVH robot hand,https://github.com/SCHUNK-SE-Co-KG/schunk_svh_library,450,1,0,1,,GPL-3.0,True,False,False,False,False,True,good first issue,8,417,2014-01-30T16:40:45Z,2,30,0,config,,450,1,1,C++;CMake;C,0,5,5,1,0,0.02,,11.58,0.36,0.0,0.03,1.98,0.0,0.0,36,SCHUNK-SE-Co-KG/schunk_svh_library,humble,
septentrio_gnss_driver,septentrio-gnss,ROS 1 & 2 driver for Septentrio GNSS & INS receivers,https://github.com/septentrio-gnss/septentrio_gnss_driver,53779,118,56,40,automation;gnss;inertial-navigation-systems;robotics;ros,BSD-3-Clause,True,False,False,False,False,True,good first issue,10,1250,2020-08-28T16:21:07Z,300,67277,0,code,Organization,53779,7,118,C++;CMake;Python;C,1,94,102,39,31,15.86,19.3,18.66,0.16,0.84,1.76,64.47,0.0,0.0,67,septentrio-gnss/septentrio_gnss_driver,humble|jazzy|kilted,
sick_safetyscanners2,SICKAG, ROS2 driver for SICK safety laser scanners ,https://github.com/SICKAG/sick_safetyscanners2,1836,33,44,11,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;ros-api;ros-driver;rosdistro;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,True,good first issue,7,117,2020-11-30T09:43:38Z,3,72,0,code,Organization,1836,8,33,C++;Python;CMake,4,7,16,7,43,70.3,86.79,1.89,0.15,0.71,0.53,9.53,0.0,0.0,62,SICKAG/sick_safetyscanners2,humble|jazzy|kilted,
sick_safetyscanners2_interfaces,SICKAG,Interfaces for the ROS2 driver for SICK safety laser scanners,https://github.com/SICKAG/sick_safetyscanners2_interfaces,15,3,11,1,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;ros-api;ros-driver;rosdistro;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,True,good first issue,3,16,2020-12-02T16:56:40Z,3,70,0,config,Organization,15,4,3,CMake,0,2,4,1,0,323.92,,0.26,0.05,0.18,0.05,0.53,0.0,0.0,62,SICKAG/sick_safetyscanners2_interfaces,humble|jazzy|kilted,
sick_safetyscanners_base,SICKAG,CPP (C++) Driver for SICK safety laser scanners,https://github.com/SICKAG/sick_safetyscanners_base,1852,18,35,4,driver;laserscanner;microscan3;nanoscan3;outdoorscan3;safety-laser-scanner;safety-laserscanner;sensor;sick-ag;sick-safety-scanners;sick-safetyscanners,Apache-2.0,True,False,False,False,False,True,good first issue,8,367,2018-08-20T14:02:26Z,4,255,0,config,Organization,1852,6,18,C++;CMake;C,3,7,16,1,20,89.8,128.43,4.77,0.19,0.45,0.23,19.16,0.0,0.0,77,SICKAG/sick_safetyscanners_base,humble|jazzy|kilted,
sick_safevisionary_base,SICKAG,C++ driver for SICK safeVisionary 3D cameras,https://github.com/SICKAG/sick_safevisionary_base,380,5,2,0,,Apache-2.0,True,False,False,False,False,True,good first issue,4,20,2023-06-05T06:13:02Z,64,14907,0,code,Organization,380,3,5,C++;C;CMake,0,3,3,0,1,0.97,619.15,0.65,0.13,0.06,0.16,1.97,0.0,0.0,31,SICKAG/sick_safevisionary_base,humble|jazzy|kilted,
sick_scan_xd,SICKAG,"A versatile driver for a wide range of SICK LiDAR and RADAR devices, providing support for both Linux (native, ROS 1, ROS 2) and Windows (native, ROS 2) platforms.",https://github.com/SICKAG/sick_scan_xd,92291,165,119,7,ldmrs;lms;lrs;mrs;rms;tim,Apache-2.0,True,True,False,False,False,True,good first issue,13,272,2021-10-18T10:36:01Z,1,1,0,docs,Organization,92291,14,165,C++;Python;Shell;C;Batchfile;CMake,1,53,77,6,471,26.48,25.18,5.13,0.26,2.25,3.11,288.37,58.75,0.0,53,SICKAG/sick_scan_xd,humble|jazzy|kilted,
sicks300_ros2,ajtudela,Driver for the Sick S300 Safety laser scanners with an interface for ROS 2,https://github.com/ajtudela/sicks300_ros2,117,6,2,0,driver;laser;lifecycle;ros;ros2;s300;sick,Apache-2.0,True,False,False,False,False,True,good first issue,1,76,2022-05-27T12:18:02Z,12,2320,0,code,User,117,3,6,C++;Python;CMake,0,0,0,0,1,,30.92,1.65,0.02,0.04,0.13,4.5,0.0,0.0,46,ajtudela/sicks300_ros2,humble|jazzy|kilted,
simple_actions,DLu,A simple version of the rclpy/rclcpp action libraries.,https://github.com/DLu/simple_actions,42,22,6,1,,BSD-3-Clause,True,False,False,False,False,True,good first issue,3,28,2022-08-08T18:53:43Z,2,27,0,docs,User,42,1,22,C++;Python;CMake,0,12,12,1,3,14.1,79.13,0.65,0.07,0.14,0.51,0.79,0.0,0.0,43,DLu/simple_actions,humble|jazzy|kilted,
simple_grasping,mikeferguson,ROS components for grasping,https://github.com/mikeferguson/simple_grasping,56,61,37,2,grasping;manipulation;robotics;ros;ros2,BSD-3-Clause,True,False,False,False,False,False,,2,35,2015-03-17T19:29:38Z,1,2,0,docs,User,56,7,61,C++;CMake;Python,0,11,14,2,6,251.52,214.17,0.27,0.02,0.28,0.46,3.69,0.0,0.0,132,mikeferguson/simple_grasping,humble|jazzy|kilted,
simple_launch,oKermorgant,This package provides a Python class to help writing ROS 2 launch files.,https://github.com/oKermorgant/simple_launch,297,95,9,0,,MIT,True,False,False,False,False,True,good first issue,4,178,2020-06-12T20:46:06Z,12,934,0,code,User,297,7,95,Python;CMake,0,4,4,0,4,2.96,39.07,2.58,0.06,0.13,1.38,29.36,0.0,0.0,69,oKermorgant/simple_launch,humble|jazzy|kilted,
simulation_interfaces,ros-simulation,Standard interfaces for interacting with simulators from ROS 2,https://github.com/ros-simulation/simulation_interfaces,49,126,14,7,,Apache-2.0,True,False,False,False,False,True,good first issue,9,44,2024-12-06T23:27:40Z,2,203,0,docs,Organization,49,21,126,CMake,3,13,13,4,1,32.59,45.36,2.93,0.6,0.93,8.4,1.47,0.0,0.0,15,ros-simulation/simulation_interfaces,humble|jazzy|kilted,
situational_graphs_datasets,snt-arg,Structured indoors synthetic datset in the form of graphs as a tool for S-graphs,https://github.com/snt-arg/situational_graphs_datasets,283,0,0,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,27,2023-07-22T15:08:19Z,3,183,0,config,Organization,283,4,0,Python,0,1,1,0,0,0.0,,0.84,0.06,0.0,0.0,0.46,0.0,0.0,32,snt-arg/situational_graphs_datasets,humble,
situational_graphs_msgs,snt-arg,Custom Messages used in S-Graphs,https://github.com/snt-arg/situational_graphs_msgs,18,0,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,2,11,2024-04-17T06:19:20Z,16,135,0,config,Organization,18,3,0,CMake,0,0,0,0,0,,,0.48,0.09,0.04,0.0,0.09,0.0,0.0,23,snt-arg/situational_graphs_msgs,humble,
situational_graphs_reasoning,snt-arg,Reasoning on S-Graph for the automatic generation of high-level entities,https://github.com/snt-arg/situational_graphs_reasoning,36525,2,1,0,,GPL-3.0,True,False,False,False,False,True,good first issue,3,68,2023-05-05T11:34:12Z,3,183,0,config,Organization,36525,3,2,Python,0,1,1,0,2,0.0,90.9,2.0,0.09,0.03,0.06,5.52,0.0,0.0,34,snt-arg/situational_graphs_reasoning,humble,
